id,stratum,pmcid,doi,source_doi,license_pool,has_structure,source_url,ir_bands_preview,auditor,source_found,bands_match,truncation_artifact,pairing_ok,completeness,name_structure_ok,confidence,notes
0a4abc1072b0f64a703e,B,PMC9451154,,PMC:9451154,non_commercial,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9451154/,554;523;501;555;542;525;513;498;...,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
156fe14df2367d3800d0,B,PMC12284865,,PMC:12284865,non_commercial,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12284865/,945;905;862;844;824;769;735;698;...,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
15e8ce0bdfadf47ac051,B,PMC6641174,,PMC:6641174,empty_unknown,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6641174/,521;550;649;708;759;794;862;953;...,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
225c741ff7856c89f8dd,B,PMC11283217,,PMC:11283217,non_commercial,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11283217/,748;711;925;713;651;566;514;453;...,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
46e2a1c41dc5b1de3a8c,B,PMC10230622,,PMC:10230622,non_commercial,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10230622/,949;932;864;645;621;588;446,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
658c20521aaba3956a75,B,PMC10394330,,PMC:10394330,non_commercial,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10394330/,418;962;929;874;905;683;616;514;...,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
a088bef889c28135dcfb,B,PMC12284865,,PMC:12284865,non_commercial,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12284865/,926;903;857;827;698;623;525;484;...,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
c86bf2d78f3be78c533b,B,PMC6641174,,PMC:6641174,empty_unknown,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6641174/,520;548;647;707;756;794;861;952;...,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
adbf62bfca0f70a93366,C,PMC11521004,,PMC:11521004,non_commercial,false,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11521004/,2921;2831;2741;1703;1602;1483;1385;1005;...,,,,,,,,,NOT SCORED — band list absent from HF publish (non-commercial pool). Needs rows from data/irexp_rebuild_20260910/ before any field can be scored.
AICNJBZHCMEDFX-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,494;518;546;618;698;765;876;956;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
AQEJHFIMRXVFAN-UHFFFAOYSA-N,E,,10.22000/OGoEQGlsZGElrgst,10.22000/OGoEQGlsZGElrgst,sharealike,true,https://doi.org/10.22000/OGoEQGlsZGElrgst,408;428;479;506;521;552;579;599;...,,,,,,,,,"NOT SCORED — band list absent from HF publish (sharealike pool). Source verified: Chemotion deposit 10.22000/OGoEQGlsZGElrgst, exact InChIKey match, published IR string is on the chemotion tab. source_found=Y, pairing_ok=Y, name_structure_ok=Y and truncation_artifact=N are all answerable now; bands_match and completeness need rows from data/irexp_rebuild_20260910/ (preview shows 8 bands, the deposit lists 18–78)."
